Nombre,Municipio,Departamento,Provincia
YALA LAUBAT,LAGUNITA SALADA,GASTRE,CHUBUT
BLANCUNTRE,LAGUNITA SALADA,GASTRE,CHUBUT
LAGUNITA SALADA,LAGUNITA SALADA,GASTRE,CHUBUT
EL ESCORIAL,LAGUNITA SALADA,GASTRE,CHUBUT
LA INVERNADA,LA INVERNADA,FIGUEROA,SANTIAGO DEL ESTERO
AGUSTONI,AGUSTONI,MARACO,LA PAMPA
LOS QUEBRACHOS,AREA SIN GOBIERNO,JUNIN,SAN LUIS
OJO DEL RIO,AREA SIN GOBIERNO,JUNIN,SAN LUIS
CERRITO BLANCO,AREA SIN GOBIERNO,JUNIN,SAN LUIS
LOS LOBOS,AREA SIN GOBIERNO,JUNIN,SAN LUIS
LA ISLA,AREA SIN GOBIERNO,JUNIN,SAN LUIS
LA CHILCA,AREA SIN GOBIERNO,JUNIN,SAN LUIS
BAJO DE VELIZ,AREA SIN GOBIERNO,JUNIN,SAN LUIS
BANDERA BAJADA,BANDERA BAJADA,FIGUEROA,SANTIAGO DEL ESTERO
SAN DEMETRIO,LAS LAJAS,PICUNCHES,NEUQUÉN
LA BUITRERA,LAS LAJAS,PICUNCHES,NEUQUÉN
LAS LAJAS,LAS LAJAS,PICUNCHES,NEUQUÉN
ESTANCIA VIEJA,ESTANCIA VIEJA,PUNILLA,CÓRDOBA
FRIAS,FRIAS,CHOYA,SANTIAGO DEL ESTERO
GENERAL LA MADRID,GENERAL LA MADRID,GENERAL LA MADRID,BUENOS AIRES
RAULET,GENERAL LA MADRID,GENERAL LA MADRID,BUENOS AIRES
LAS BANDURRIAS,GENERAL LA MADRID,GENERAL LA MADRID,BUENOS AIRES
PONTAUT,GENERAL LA MADRID,GENERAL LA MADRID,BUENOS AIRES
LA COLINA,GENERAL LA MADRID,GENERAL LA MADRID,BUENOS AIRES
EL LUCERO,GENERAL LA MADRID,GENERAL LA MADRID,BUENOS AIRES
SANTA ISABEL,GENERAL LA MADRID,GENERAL LA MADRID,BUENOS AIRES
LIBANO,GENERAL LA MADRID,GENERAL LA MADRID,BUENOS AIRES
LAS NENAS,GENERAL LA MADRID,GENERAL LA MADRID,BUENOS AIRES
LASTRA,GENERAL LA MADRID,GENERAL LA MADRID,BUENOS AIRES
LAS MARTINETAS,GENERAL LA MADRID,GENERAL LA MADRID,BUENOS AIRES
ESTANCIA DON PEDRO,GENERAL LA MADRID,GENERAL LA MADRID,BUENOS AIRES
SAN PEDRO,GENERAL LA MADRID,GENERAL LA MADRID,BUENOS AIRES
HUGHES,HUGHES,GENERAL LOPEZ,SANTA FE
CAEPE MALAL,VILLA CURI LEUVU,CHOS MALAL,NEUQUÉN
EL ALAMITO,VILLA CURI LEUVU,CHOS MALAL,NEUQUÉN
CHACAY MELEHUE/EL ALAMITO,VILLA CURI LEUVU,CHOS MALAL,NEUQUÉN
VILLA DEL CURI LEUVU,VILLA CURI LEUVU,CHOS MALAL,NEUQUÉN
LOS MENUCOS,VILLA CURI LEUVU,CHOS MALAL,NEUQUÉN
ESTANCIA CENTELLA,COLONIA ELIA,URUGUAY,ENTRE RÍOS
EL POTRERO,COLONIA ELIA,URUGUAY,ENTRE RÍOS
DISTRITO POTRERO,COLONIA ELIA,URUGUAY,ENTRE RÍOS
CAMPICHUELO,COLONIA ELIA,URUGUAY,ENTRE RÍOS
COLONIA ELIA,COLONIA ELIA,URUGUAY,ENTRE RÍOS
LA PALESTINA,LA PALESTINA,GENERAL SAN MARTIN,CÓRDOBA
AGUA BLANCA,EL PUESTITO,BURRUYACU,TUCUMÁN
REQUELME,EL PUESTITO,BURRUYACU,TUCUMÁN
SAN JOSE,EL PUESTITO,BURRUYACU,TUCUMÁN
EL PUESTITO DE ARRIBA,EL PUESTITO,BURRUYACU,TUCUMÁN
EL OBRAJE,EL PUESTITO,BURRUYACU,TUCUMÁN
POZO CAVADO,EL PUESTITO,BURRUYACU,TUCUMÁN
TALA PAMPA,EL PUESTITO,BURRUYACU,TUCUMÁN
EL PUESTITO,EL PUESTITO,BURRUYACU,TUCUMÁN
PUERTO SANTA CRUZ,PUERTO SANTA CRUZ,CORPEN AIKE,SANTA CRUZ
EL CORCOVADO SUR,CORCOVADO,FUTALEUFU,CHUBUT
CORCOVADO,CORCOVADO,FUTALEUFU,CHUBUT
COTAGAITA,BRINKMANN,SAN JUSTO,CÓRDOBA
BRINCKMANN,BRINKMANN,SAN JUSTO,CÓRDOBA
SAUCE PINTO,SAUCE PINTO,PARANA,ENTRE RÍOS
LA CONCEPCION,OLIVARES DE SAN NICOLAS,ISCHILIN,CÓRDOBA
LAS PALMAS,OLIVARES DE SAN NICOLAS,ISCHILIN,CÓRDOBA
OLIVARES DE SAN NICOLAS,OLIVARES DE SAN NICOLAS,ISCHILIN,CÓRDOBA
ESQUINA DEL ALAMBRE,OLIVARES DE SAN NICOLAS,ISCHILIN,CÓRDOBA
COLONIA ROMANA,OLIVARES DE SAN NICOLAS,ISCHILIN,CÓRDOBA
LAS COLORADAS,LAS COLORADAS,CATAN LIL,NEUQUÉN
COLONIA RODAS,RAWSON,RAWSON,SAN JUAN
VILLA BOLAÑOS,RAWSON,RAWSON,SAN JUAN
LOS CORREDORES,RAWSON,RAWSON,SAN JUAN
COLONIA RODAS,RAWSON,RAWSON,SAN JUAN
COLONIA MEDANO DE ORO,RAWSON,RAWSON,SAN JUAN
EL MEDANITO,RAWSON,RAWSON,SAN JUAN
VILLA KRAUSE,RAWSON,RAWSON,SAN JUAN
RAWSON,RAWSON,RAWSON,SAN JUAN
VILLA SAN DAMIAN,RAWSON,RAWSON,SAN JUAN
COLONIA PAN DE AZUCAR,RAWSON,RAWSON,SAN JUAN
CORONEL ABRAHAM SCHWEIZER,PUEBLO LIBERTADOR,ESQUINA,CORRIENTES
LIBERTADOR,PUEBLO LIBERTADOR,ESQUINA,CORRIENTES
PASO LALLANA,PUEBLO LIBERTADOR,ESQUINA,CORRIENTES
PUEBLO LIBERTADOR,PUEBLO LIBERTADOR,ESQUINA,CORRIENTES
LAGUNA ITA,PUEBLO LIBERTADOR,ESQUINA,CORRIENTES
PASO CEJAS,PUEBLO LIBERTADOR,ESQUINA,CORRIENTES
LAS CUCHILLAS,PUEBLO LIBERTADOR,ESQUINA,CORRIENTES
LA RINCONADA,PUEBLO LIBERTADOR,ESQUINA,CORRIENTES
AQUINO,PUEBLO LIBERTADOR,ESQUINA,CORRIENTES
CAMPO BORDON,PUEBLO LIBERTADOR,ESQUINA,CORRIENTES
ARROCERA PAPELHA,PUEBLO LIBERTADOR,ESQUINA,CORRIENTES
LA CASUALIDAD,PUEBLO LIBERTADOR,ESQUINA,CORRIENTES
SALTO DE LAS ROSAS,SAN RAFAEL,SAN RAFAEL,MENDOZA
BARRIO ECHEVERRIA,SAN RAFAEL,SAN RAFAEL,MENDOZA
VILLA ATUEL,SAN RAFAEL,SAN RAFAEL,MENDOZA
CUADRO NACIONAL,SAN RAFAEL,SAN RAFAEL,MENDOZA
SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,MENDOZA
EL CERRITO,SAN RAFAEL,SAN RAFAEL,MENDOZA
LOS CLAVELES,SAN RAFAEL,SAN RAFAEL,MENDOZA
LAS AGUADITAS,SAN RAFAEL,SAN RAFAEL,MENDOZA
LOS SIFONES,SAN RAFAEL,SAN RAFAEL,MENDOZA
RESOLANA,SAN RAFAEL,SAN RAFAEL,MENDOZA
LA TOSCA,SAN RAFAEL,SAN RAFAEL,MENDOZA
ARISTIDES VILLANUEVA,SAN RAFAEL,SAN RAFAEL,MENDOZA
BARRIO PRIMAVERA,SAN RAFAEL,SAN RAFAEL,MENDOZA
LOS PEJES,SAN RAFAEL,SAN RAFAEL,MENDOZA
COLONIA EL USILLAL,SAN RAFAEL,SAN RAFAEL,MENDOZA
RAMA CAIDA,SAN RAFAEL,SAN RAFAEL,MENDOZA
SANTA TERESA,SAN RAFAEL,SAN RAFAEL,MENDOZA
REAL DEL PADRE,SAN RAFAEL,SAN RAFAEL,MENDOZA
LA HORQUETA,SAN RAFAEL,SAN RAFAEL,MENDOZA
EL SOSNEADO,SAN RAFAEL,SAN RAFAEL,MENDOZA
RINCON DEL INDIO,SAN RAFAEL,SAN RAFAEL,MENDOZA
LOS REYUNOS,SAN RAFAEL,SAN RAFAEL,MENDOZA
PIEDRA DE AFILAR,SAN RAFAEL,SAN RAFAEL,MENDOZA
EL ALGARROBAL,SAN RAFAEL,SAN RAFAEL,MENDOZA
LA GUEVARINA,SAN RAFAEL,SAN RAFAEL,MENDOZA
CUADRO BOMBAL,SAN RAFAEL,SAN RAFAEL,MENDOZA
COLONIA COLOMER,SAN RAFAEL,SAN RAFAEL,MENDOZA
COLONIA GELMAN,SAN RAFAEL,SAN RAFAEL,MENDOZA
LA TOMBINA,SAN RAFAEL,SAN RAFAEL,MENDOZA
EL NIHUIL,SAN RAFAEL,SAN RAFAEL,MENDOZA
LAS MALVINAS,SAN RAFAEL,SAN RAFAEL,MENDOZA
COLONIA JAUREGUI,SAN RAFAEL,SAN RAFAEL,MENDOZA
COLONIA RUSA,SAN RAFAEL,SAN RAFAEL,MENDOZA
GUADALES,SAN RAFAEL,SAN RAFAEL,MENDOZA
COLONIA ELENA,SAN RAFAEL,SAN RAFAEL,MENDOZA
25 DE MAYO,SAN RAFAEL,SAN RAFAEL,MENDOZA
MONTE COMAN,SAN RAFAEL,SAN RAFAEL,MENDOZA
LA VASCONIA,SAN RAFAEL,SAN RAFAEL,MENDOZA
LA PICHANA,SAN RAFAEL,SAN RAFAEL,MENDOZA
EL ESCORIAL,SAN RAFAEL,SAN RAFAEL,MENDOZA
BARRIO EL NEVADO,SAN RAFAEL,SAN RAFAEL,MENDOZA
CAPITAN MONTOYA,SAN RAFAEL,SAN RAFAEL,MENDOZA
EL VIDALINO,SAN RAFAEL,SAN RAFAEL,MENDOZA
CUESTA DE LOS TERNEROS,SAN RAFAEL,SAN RAFAEL,MENDOZA
BARRIO EMPLEADOS DE COMERCIO,SAN RAFAEL,SAN RAFAEL,MENDOZA
PEDRO VARGAS,SAN RAFAEL,SAN RAFAEL,MENDOZA
BARRIO LAS ROSAS,SAN RAFAEL,SAN RAFAEL,MENDOZA
LA LLAVE NUEVA,SAN RAFAEL,SAN RAFAEL,MENDOZA
BARRIO INTENDENCIA,SAN RAFAEL,SAN RAFAEL,MENDOZA
PUNTA DEL AGUA,SAN RAFAEL,SAN RAFAEL,MENDOZA
LA LLAVE SUR,SAN RAFAEL,SAN RAFAEL,MENDOZA
JAIME PRATS,SAN RAFAEL,SAN RAFAEL,MENDOZA
GOUDGE,SAN RAFAEL,SAN RAFAEL,MENDOZA
EL VENCEDOR,SAN RAFAEL,SAN RAFAEL,MENDOZA
COLONIA LOPEZ,SAN RAFAEL,SAN RAFAEL,MENDOZA
LA LLAVE,SAN RAFAEL,SAN RAFAEL,MENDOZA
SOITUE,SAN RAFAEL,SAN RAFAEL,MENDOZA
LOS TABLEROS,SAN RAFAEL,SAN RAFAEL,MENDOZA
EL TROPEZON,SAN RAFAEL,SAN RAFAEL,MENDOZA
BARRIO CAMPOS EL TOLEDANO,SAN RAFAEL,SAN RAFAEL,MENDOZA
POBRE DIABLO,SAN RAFAEL,SAN RAFAEL,MENDOZA
LA NORA,SAN RAFAEL,SAN RAFAEL,MENDOZA
VILLA ATUEL NORTE,SAN RAFAEL,SAN RAFAEL,MENDOZA
COLONIA MANDISOVI,COLONIA ALEMANA,FEDERACION,ENTRE RÍOS
COLONIA ALEMANA,COLONIA ALEMANA,FEDERACION,ENTRE RÍOS
CAMPO EL CABURE,TIO PUJIO,GENERAL SAN MARTIN,CÓRDOBA
CHACRAS DE TIO PUJIO,TIO PUJIO,GENERAL SAN MARTIN,CÓRDOBA
TIO PUJIO,TIO PUJIO,GENERAL SAN MARTIN,CÓRDOBA
GRANJA LA MARGARITA,TIO PUJIO,GENERAL SAN MARTIN,CÓRDOBA
PEDANIA YUCAT P/TIO PUJIO,TIO PUJIO,GENERAL SAN MARTIN,CÓRDOBA
COLONIA SANTA RITA,TIO PUJIO,GENERAL SAN MARTIN,CÓRDOBA
VILLA FONTANA,VILLA FONTANA,RIO PRIMERO,CÓRDOBA
PUNTA DEL ARROYO,VILLA FONTANA,RIO PRIMERO,CÓRDOBA
EL TOSTADO,VILLA FONTANA,RIO PRIMERO,CÓRDOBA
SANTA RITA,VILLA FONTANA,RIO PRIMERO,CÓRDOBA
EL PINGO,EL PINGO,PARANA,ENTRE RÍOS
MAVALLE PINDAYTI,ARISTOBULO DEL VALLE,CAINGUAS,MISIONES
CUÑA PIRU,ARISTOBULO DEL VALLE,CAINGUAS,MISIONES
PICADA PROPAGANDA,ARISTOBULO DEL VALLE,CAINGUAS,MISIONES
TRES ARROYOS,ARISTOBULO DEL VALLE,CAINGUAS,MISIONES
LAS YERBAS,ARISTOBULO DEL VALLE,CAINGUAS,MISIONES
CUÑA PIRU I,ARISTOBULO DEL VALLE,CAINGUAS,MISIONES
ARAZA,ARISTOBULO DEL VALLE,CAINGUAS,MISIONES
EL CRUCE PINDAYTI,ARISTOBULO DEL VALLE,CAINGUAS,MISIONES
TAMANDUA,ARISTOBULO DEL VALLE,CAINGUAS,MISIONES
ARISTOBULO DEL VALLE,ARISTOBULO DEL VALLE,CAINGUAS,MISIONES
HERLITZKA,HERLITZKA,SAN LUIS DEL PALMAR,CORRIENTES
RINCON DE NAVARRO,HERLITZKA,SAN LUIS DEL PALMAR,CORRIENTES
RINCON DE MEZA,HERLITZKA,SAN LUIS DEL PALMAR,CORRIENTES
LAGUNA NEGRA,HERLITZKA,SAN LUIS DEL PALMAR,CORRIENTES
ESTANCIA GARABATA,HERLITZKA,SAN LUIS DEL PALMAR,CORRIENTES
RIACHUELITO,HERLITZKA,SAN LUIS DEL PALMAR,CORRIENTES
LOMAS DE GONZALEZ,HERLITZKA,SAN LUIS DEL PALMAR,CORRIENTES
LOMAS DE AGUIRRE,HERLITZKA,SAN LUIS DEL PALMAR,CORRIENTES
RINCON DE LA MERCED,HERLITZKA,SAN LUIS DEL PALMAR,CORRIENTES
EL PUESTO,SAN PEDRO Y SAN ANTONIO,SIMOCA,TUCUMÁN
SAN PEDRO MARTIR,SAN PEDRO Y SAN ANTONIO,SIMOCA,TUCUMÁN
PUESTO LOS VALDEZ,SAN PEDRO Y SAN ANTONIO,SIMOCA,TUCUMÁN
EL MOLLAR,SAN PEDRO Y SAN ANTONIO,SIMOCA,TUCUMÁN
LA TUNA,SAN PEDRO Y SAN ANTONIO,SIMOCA,TUCUMÁN
SAN ANTONIO DE PADUA,SAN PEDRO Y SAN ANTONIO,SIMOCA,TUCUMÁN
AGUA VERDE,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LA CURVITA,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
POZO EL BRAVO,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
MAGDALENA,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LAS MOJARRAS,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
POZO BRAVO,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
SAN M. DE LA CEIBA,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
MISION SAN LUIS,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
POZO DEL TORO,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
AMBERES,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LA ESTRELLA,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
EL PELICANO,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
EL ROSADO,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
POZO EL TORO,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LA MERCED,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
EL PALMAR,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LA GRACIA,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LAS VERTIENES,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
HITO 1,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
MONTE CARMELO,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
ALTO DE LA SIERRA,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
SANTA ELENA,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
CAMPO LARGO,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
SAN MIGUEL,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
SANTA MARIA,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LA PUNTANA,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
SAN BERNARDO,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LA CHINA,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
POZO EL TIGRE,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
EL SAUCE,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
SANTA VICTORIA ESTE,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
BAJO GRANDE,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
MISION LA PAZ,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LA PAZ,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
CAMPO EL MATACO,LA RUBIA,SAN CRISTOBAL,SANTA FE
LA RUBIA,LA RUBIA,SAN CRISTOBAL,SANTA FE
LA COLMENA,ARROYO BURGOS,PARANA,ENTRE RÍOS
MONTE QUEMADO,MONTE QUEMADO,COPO,SANTIAGO DEL ESTERO
PUEBLO VIEJO,CAPITAN CACERES,MONTEROS,TUCUMÁN
CAPITAN CACERES,CAPITAN CACERES,MONTEROS,TUCUMÁN
YACUCHINA,CAPITAN CACERES,MONTEROS,TUCUMÁN
VILLA LA ARCADIA,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
EL 27,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
SAN ANSELMO,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
ESTANCIA LOLEN,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
OMBU,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
LA URUGUAYA,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
SAN CARLOS,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
PASMAN,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
LAS GOLONDRINAS,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
LA VENTURA,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
SANTA MARIA,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
EL TRIUNFO,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
CASCADAS,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
D'ORBIGNY,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
CUARTEL VII,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
HUANGUELEN,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
SANTA ANA,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
ZENTENA,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
PASO DE LOS CHILENOS,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
SANTA TRINIDAD,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
LA PRIMAVERA,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
LA REMONTA,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
CORONEL SUAREZ,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
CURA MALAL,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
PERALTA,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
EL RELINCHO,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
SAN JOSE,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES
LOS PIRPINTOS,LOS PIRPINTOS,COPO,SANTIAGO DEL ESTERO
VILLA PICHI PICUN LEUFU,AREA SIN GOBIERNO,COLLON CURA,NEUQUÉN
VILLA RINCON CHICO,AREA SIN GOBIERNO,COLLON CURA,NEUQUÉN
HUAIQUIMIL,AREA SIN GOBIERNO,COLLON CURA,NEUQUÉN
SAN IGNACIO,AREA SIN GOBIERNO,COLLON CURA,NEUQUÉN
ZAINA YEGUA,AREA SIN GOBIERNO,COLLON CURA,NEUQUÉN
PIEDRA PINTADA,AREA SIN GOBIERNO,COLLON CURA,NEUQUÉN
ALMAFUERTE,ALMAFUERTE,TERCERO ARRIBA,CÓRDOBA
UBAJAY,UBAJAY,COLON,ENTRE RÍOS
ARROYO CONCEPCION,UBAJAY,COLON,ENTRE RÍOS
DISTRITO SEXTO,UBAJAY,COLON,ENTRE RÍOS
COLONIA SAN ANTONIO,UBAJAY,COLON,ENTRE RÍOS
ALBARELLOS,ALBARELLOS,ROSARIO,SANTA FE
VILLA OJO DE AGUA,VILLA OJO DE AGUA,OJO DE AGUA,SANTIAGO DEL ESTERO
ARBOL SOLO,SANTA ISABEL,CHALILEO,LA PAMPA
MEDANOS NEGROS,SANTA ISABEL,CHALILEO,LA PAMPA
SANTA ISABEL,SANTA ISABEL,CHALILEO,LA PAMPA
COLONIA LA PASTORIL,SANTA ISABEL,CHALILEO,LA PAMPA
PLAYAS DORADAS,SIERRA GRANDE,SAN ANTONIO,RÍO NEGRO
SIERRA GRANDE,SIERRA GRANDE,SAN ANTONIO,RÍO NEGRO
MINA GONZALITO,SIERRA GRANDE,SAN ANTONIO,RÍO NEGRO
PUNTA COLORADA,SIERRA GRANDE,SAN ANTONIO,RÍO NEGRO
LOS ANTIGUOS,LOS ANTIGUOS,LAGO BUENOS AIRES,SANTA CRUZ
SAUCE DE LUNA,SAUCE DE LUNA,FEDERAL,ENTRE RÍOS
25 DE MAYO,COLONIA 25 DE MAYO,PUELEN,LA PAMPA
GOBERNADOR AYALA,COLONIA 25 DE MAYO,PUELEN,LA PAMPA
COLONIA EL SAUZAL,COLONIA 25 DE MAYO,PUELEN,LA PAMPA
COLONIA CHICA,COLONIA 25 DE MAYO,PUELEN,LA PAMPA
VILLA GOBERNADOR LUIS F. ETCHEVEHERE,VILLA GOBERNADOR ETCHEVEHERE,PARANA,ENTRE RÍOS
CHURQUI CAÑADA,CHURQUI CAÑADA,TULUMBA,CÓRDOBA
CORRAL DE BUSTOS,CORRAL DE BUSTOS,MARCOS JUAREZ,CÓRDOBA
ARGENTINA,ARGENTINA,AGUIRRE,SANTIAGO DEL ESTERO
GILBERT,GILBERT,GUALEGUAYCHU,ENTRE RÍOS
QUEHUE,QUEHUE,UTRACAN,LA PAMPA
BATAVIA,BATAVIA,GOBERNADOR DUPUY,SAN LUIS
JULIA DUFOUR,JULIA DUFOUR,GUER AIKE,SANTA CRUZ
CARRIZAL,AREA SIN GOBIERNO,VICTORIA,ENTRE RÍOS
DISTRITO CORRALES,AREA SIN GOBIERNO,VICTORIA,ENTRE RÍOS
DISTRITO QUEBRACHITOS,AREA SIN GOBIERNO,VICTORIA,ENTRE RÍOS
VILLA LIBERTAD,AREA SIN GOBIERNO,VICTORIA,ENTRE RÍOS
PAJONAL,AREA SIN GOBIERNO,VICTORIA,ENTRE RÍOS
SAN CARLOS,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
EL PERCHEL,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
EL TUSCAL,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
LAS MASITAS,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
LAS PALMAS,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
LA TOMA,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
CHIPITIN,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
POZO SOLO,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
TOTORALEJOS,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
EL BARRIAL,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
SANTA CRUZ,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
ALTO VERDE,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
PUESTO VIEJO,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
INTI HUASI,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
LA ANGOSTURA,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
PUESTO DE CEJAS,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
ISLA LARGA,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
CAÑADA DEL TALA,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
EL DURAZNO,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
LOS ALAMOS,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
LOS POZOS,AREA SIN GOBIERNO,TULUMBA,CÓRDOBA
RUCANELO,RUCANELO,CONHELO,LA PAMPA
TENIENTE GENERAL EMILIO MITRE,RUCANELO,CONHELO,LA PAMPA
VILLA COLIMBA,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
SAN BERNARDO,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
LA CIENEGUITA,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
LOS SAUCES,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
SAN ANTONIO,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
CRUZ MOJADA,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
ONGAMIRA,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
VILLA ALICIA,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
EL QUEBRACHO,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
LAS MANZANAS,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
LA BARRANCA,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
LAS TUSCAS,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
SAUCE CHIQUITO,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
ESTANCIA SAN MIGUEL,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
PUESTO NUEVO,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
LA BOTIJA,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
VILLA ALBERTINA,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
BAJO ALEGRE,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
LA CANTERA,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
LOS RUICES,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
TODOS LOS SANTOS,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
HUASCHA,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
SAN PEDRO DE TOYOS,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
LOS TARTAGOS,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
ARBOL BLANCO,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
EL MOLINO,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
ISCHILIN,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
LA LINEA,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
ISCHILIN VIEJO,AREA SIN GOBIERNO,ISCHILIN,CÓRDOBA
LOS MISTOLES,LOS MISTOLES,TOTORAL,CÓRDOBA
